#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PGR	DUSP6	9606.ENSP00000325120	9606.ENSP00000279488	0	0	0	0	0	0.058	0	0.576	0.583
PGR	KRT17	9606.ENSP00000325120	9606.ENSP00000308452	0	0	0	0	0	0.056	0	0.561	0.567
PGR	PLAU	9606.ENSP00000325120	9606.ENSP00000361850	0	0	0	0	0	0	0	0.402	0.402
PGR	CYP1B1	9606.ENSP00000325120	9606.ENSP00000478561	0	0	0	0	0.049	0.073	0	0.391	0.416
PGR	FN1	9606.ENSP00000325120	9606.ENSP00000346839	0	0	0	0	0	0	0	0.424	0.424
PGR	GRB7	9606.ENSP00000325120	9606.ENSP00000403459	0	0	0	0	0	0	0	0.504	0.504
PGR	CDKN2A	9606.ENSP00000325120	9606.ENSP00000418915	0	0	0	0	0	0.057	0	0.560	0.567
PGR	KRT19	9606.ENSP00000325120	9606.ENSP00000355124	0	0	0	0	0.065	0.056	0	0.556	0.573
PGR	MUC1	9606.ENSP00000325120	9606.ENSP00000484824	0	0	0	0	0	0	0	0.655	0.655
PGR	GREB1	9606.ENSP00000325120	9606.ENSP00000370896	0	0	0	0	0.087	0	0	0.691	0.705
PGR	S100A6	9606.ENSP00000325120	9606.ENSP00000357709	0	0	0	0	0	0	0	0.741	0.741
PHEX	CYP24A1	9606.ENSP00000368682	9606.ENSP00000216862	0	0	0	0	0	0	0	0.473	0.473
PHEX	COL1A1	9606.ENSP00000368682	9606.ENSP00000225964	0	0	0	0	0.063	0	0	0.558	0.568
PHEX	COL1A2	9606.ENSP00000368682	9606.ENSP00000297268	0	0	0	0	0.062	0	0	0.405	0.418
PHEX	SCG5	9606.ENSP00000368682	9606.ENSP00000300175	0	0	0	0	0.065	0	0	0.455	0.468
PHEX	BMP1	9606.ENSP00000368682	9606.ENSP00000305714	0	0	0	0	0	0	0	0.497	0.497
PHEX	RUNX2	9606.ENSP00000368682	9606.ENSP00000360493	0	0	0	0	0.062	0	0	0.558	0.568
PHEX	ALPL	9606.ENSP00000368682	9606.ENSP00000363973	0	0	0	0	0	0	0	0.632	0.632
PHEX	KL	9606.ENSP00000368682	9606.ENSP00000369442	0	0	0	0	0.060	0	0	0.686	0.692
PHLDA2	DIRAS3	9606.ENSP00000319231	9606.ENSP00000360020	0	0	0	0	0	0	0	0.688	0.688
PHLDA3	ZMAT3	9606.ENSP00000356280	9606.ENSP00000311221	0	0	0	0	0.066	0	0	0.675	0.684
PHLDA3	LAD1	9606.ENSP00000356280	9606.ENSP00000375829	0	0	0	0	0.062	0	0	0.611	0.619
PHYHIP	CA12	9606.ENSP00000415491	9606.ENSP00000178638	0	0	0	0	0.062	0	0	0.430	0.442
PHYHIP	OPCML	9606.ENSP00000415491	9606.ENSP00000330862	0	0	0	0	0.464	0	0	0	0.464
PHYHIP	GABRD	9606.ENSP00000415491	9606.ENSP00000367848	0	0	0	0	0.489	0	0	0.116	0.529
PHYHIP	MAG	9606.ENSP00000415491	9606.ENSP00000376048	0	0	0	0	0.482	0	0	0	0.482
PHYHIP	CDH22	9606.ENSP00000415491	9606.ENSP00000437790	0	0	0	0	0.423	0	0	0	0.423
PHYHIP	SEZ6L2	9606.ENSP00000415491	9606.ENSP00000481917	0	0	0	0	0.207	0	0	0.452	0.547
PIANP	NPDC1	9606.ENSP00000442157	9606.ENSP00000360660	0	0	0	0	0.083	0	0.300	0.575	0.704
PIN4	F2R	9606.ENSP00000362773	9606.ENSP00000321326	0	0	0	0	0	0	0	0.531	0.531
PIN4	FN1	9606.ENSP00000362773	9606.ENSP00000346839	0	0	0	0	0	0	0	0.454	0.454
PIP5KL1	IER5L	9606.ENSP00000373399	9606.ENSP00000361569	0	0	0	0	0	0	0	0.404	0.404
PIP5KL1	SEZ6L2	9606.ENSP00000373399	9606.ENSP00000481917	0	0	0	0	0.064	0	0	0.457	0.470
PIP5KL1	GRM4	9606.ENSP00000373399	9606.ENSP00000440556	0	0	0	0	0.062	0	0	0.496	0.507
PIP5KL1	PLCD3	9606.ENSP00000373399	9606.ENSP00000479636	0	0	0	0	0	0.136	0.900	0.345	0.938
PKP2	CDH11	9606.ENSP00000070846	9606.ENSP00000268603	0	0	0	0	0.062	0.163	0	0.299	0.401
PKP2	DMD	9606.ENSP00000070846	9606.ENSP00000354923	0	0	0	0	0	0.065	0	0.389	0.404
PKP2	KCNJ2	9606.ENSP00000070846	9606.ENSP00000243457	0	0	0	0	0	0	0	0.417	0.416
PKP2	GJA4	9606.ENSP00000070846	9606.ENSP00000343676	0	0	0	0	0	0.068	0	0.431	0.447
PKP2	GJC1	9606.ENSP00000070846	9606.ENSP00000411528	0	0	0	0	0	0.068	0	0.436	0.452
PKP2	EPPK1	9606.ENSP00000070846	9606.ENSP00000484472	0	0	0	0	0.069	0.065	0	0.465	0.493
PKP2	HCN4	9606.ENSP00000070846	9606.ENSP00000261917	0	0	0	0	0	0	0	0.515	0.515
PKP2	SCN1B	9606.ENSP00000070846	9606.ENSP00000396915	0	0	0	0	0	0	0	0.559	0.559
PKP2	CDH2	9606.ENSP00000070846	9606.ENSP00000269141	0	0	0	0	0.062	0.163	0	0.645	0.697
PKP2	TPRG1	9606.ENSP00000070846	9606.ENSP00000341031	0	0	0	0	0	0	0	0.699	0.699
PKP2	PERP	9606.ENSP00000070846	9606.ENSP00000397157	0	0	0	0	0.096	0	0.600	0.472	0.792
PKP2	DSC3	9606.ENSP00000070846	9606.ENSP00000353608	0	0	0	0	0.062	0.163	0.600	0.965	0.987
PLAG1	AQP5	9606.ENSP00000325546	9606.ENSP00000293599	0	0	0	0	0.063	0.061	0	0.400	0.426
PLAG1	PENK	9606.ENSP00000325546	9606.ENSP00000324248	0	0	0	0	0	0	0	0.571	0.571
PLAG1	HMGA2	9606.ENSP00000325546	9606.ENSP00000437621	0	0	0	0	0.070	0.056	0	0.681	0.695
PLAU	ITGA3	9606.ENSP00000361850	9606.ENSP00000007722	0	0	0	0	0.098	0	0.900	0.270	0.928
PLAU	MMP11	9606.ENSP00000361850	9606.ENSP00000215743	0	0	0	0	0	0	0	0.486	0.486
PLAU	TIMP1	9606.ENSP00000361850	9606.ENSP00000218388	0	0	0	0	0.158	0	0	0.677	0.716
PLAU	CCND1	9606.ENSP00000361850	9606.ENSP00000227507	0	0	0	0	0.110	0	0	0.422	0.463
PLAU	MMP7	9606.ENSP00000361850	9606.ENSP00000260227	0	0	0	0	0.065	0	0	0.559	0.570
PLAU	ICAM1	9606.ENSP00000361850	9606.ENSP00000264832	0	0	0	0	0.098	0	0	0.402	0.437
PLAU	PRSS23	9606.ENSP00000361850	9606.ENSP00000280258	0	0	0	0	0.076	0	0	0.434	0.454
PLAU	CXCL8	9606.ENSP00000361850	9606.ENSP00000306512	0	0	0	0	0.143	0	0	0.549	0.597
PLAU	MRC2	9606.ENSP00000361850	9606.ENSP00000307513	0	0	0	0	0.143	0	0	0.789	0.811
PLAU	MET	9606.ENSP00000361850	9606.ENSP00000317272	0	0	0	0	0.088	0.056	0	0.462	0.496
PLAU	PGR	9606.ENSP00000361850	9606.ENSP00000325120	0	0	0	0	0	0	0	0.402	0.402
PLAU	PLAUR	9606.ENSP00000361850	9606.ENSP00000339328	0	0	0	0	0.221	0.975	0.900	0.989	0.999
PLAU	SPINT1	9606.ENSP00000361850	9606.ENSP00000342098	0	0	0	0	0	0.143	0	0.410	0.473
PLAU	FN1	9606.ENSP00000361850	9606.ENSP00000346839	0	0	0	0	0.102	0	0.900	0.690	0.969
PLAU	IGFBP3	9606.ENSP00000361850	9606.ENSP00000370473	0	0	0	0	0.098	0	0	0.379	0.416
PLAUR	ITGA3	9606.ENSP00000339328	9606.ENSP00000007722	0	0	0	0	0	0	0.900	0.501	0.948
PLAUR	FAP	9606.ENSP00000339328	9606.ENSP00000188790	0	0	0	0	0	0.312	0	0.349	0.533
PLAUR	TIMP1	9606.ENSP00000339328	9606.ENSP00000218388	0	0	0	0	0.162	0	0	0.751	0.782
PLAUR	IGFBP2	9606.ENSP00000339328	9606.ENSP00000233809	0	0	0	0	0	0	0	0.419	0.419
PLAUR	TREM1	9606.ENSP00000339328	9606.ENSP00000244709	0	0	0	0	0.210	0	0	0.298	0.421
PLAUR	MMP7	9606.ENSP00000339328	9606.ENSP00000260227	0	0	0	0	0.059	0	0	0.504	0.513
PLAUR	ICAM1	9606.ENSP00000339328	9606.ENSP00000264832	0	0	0	0	0.131	0	0	0.416	0.470
PLAUR	ITGA2	9606.ENSP00000339328	9606.ENSP00000296585	0	0	0	0	0.065	0	0	0.477	0.490
PLAUR	CXCL8	9606.ENSP00000339328	9606.ENSP00000306512	0	0	0	0	0.287	0	0	0.514	0.639
PLAUR	MRC2	9606.ENSP00000339328	9606.ENSP00000307513	0	0	0	0	0	0	0	0.841	0.841
PLAUR	MET	9606.ENSP00000339328	9606.ENSP00000317272	0	0	0	0	0.062	0	0.900	0.459	0.944
PLAUR	LOXL2	9606.ENSP00000339328	9606.ENSP00000373783	0	0	0	0	0.065	0.215	0	0.257	0.407
PLAUR	TMPRSS4	9606.ENSP00000339328	9606.ENSP00000477949	0	0	0	0	0	0.058	0	0.436	0.446
PLAUR	LYNX1	9606.ENSP00000339328	9606.ENSP00000479586	0	0	0	0	0	0	0	0.486	0.485
PLAUR	LY6E	9606.ENSP00000339328	9606.ENSP00000428572	0	0	0	0	0	0	0	0.492	0.492
PLAUR	CD177	9606.ENSP00000339328	9606.ENSP00000479536	0	0	0	0	0	0	0	0.678	0.678
PLAUR	FN1	9606.ENSP00000339328	9606.ENSP00000346839	0	0	0	0	0.062	0	0.900	0.844	0.984
PLAUR	PLAU	9606.ENSP00000339328	9606.ENSP00000361850	0	0	0	0	0.221	0.975	0.900	0.989	0.999
PLCD3	PIP5KL1	9606.ENSP00000479636	9606.ENSP00000373399	0	0	0	0	0	0.136	0.900	0.345	0.938
PLD4	LPAR5	9606.ENSP00000376372	9606.ENSP00000327875	0	0	0	0	0.531	0	0	0	0.531
PLD4	PPAP2C	9606.ENSP00000376372	9606.ENSP00000329697	0	0	0	0	0.062	0	0.650	0.058	0.663
PLD4	SPTBN2	9606.ENSP00000376372	9606.ENSP00000432568	0	0	0	0	0	0	0	0.409	0.408
PLEKHN1	GABRD	9606.ENSP00000368720	9606.ENSP00000367848	0	0	0	0	0	0	0	0.486	0.486
PLEKHN1	PERM1	9606.ENSP00000368720	9606.ENSP00000414022	0	0	0	0	0.408	0	0	0.392	0.624
PLXDC1	RASD2	9606.ENSP00000323927	9606.ENSP00000216127	0	0	0	0	0.062	0	0	0.805	0.809
PLXDC1	TMEM215	9606.ENSP00000323927	9606.ENSP00000345468	0	0	0	0	0	0	0	0.452	0.452
PLXNA4	SEMA3F	9606.ENSP00000352882	9606.ENSP00000002829	0	0	0	0.543	0	0.213	0	0.949	0.553
PLXNA4	PLXNC1	9606.ENSP00000352882	9606.ENSP00000258526	0	0	0	0.663	0.062	0	0.540	0.484	0.620
PLXNA4	SLIT1	9606.ENSP00000352882	9606.ENSP00000266058	0	0	0	0	0.107	0	0	0.430	0.469
PLXNA4	SEMA3E	9606.ENSP00000352882	9606.ENSP00000303212	0	0	0	0	0.062	0.213	0	0.861	0.889
PLXNA4	CLU	9606.ENSP00000352882	9606.ENSP00000315130	0	0	0	0	0.071	0.345	0	0.538	0.695
PLXNA4	PLXND1	9606.ENSP00000352882	9606.ENSP00000317128	0	0	0	0.797	0	0.138	0.540	0.618	0.637
PLXNA4	UNC5B	9606.ENSP00000352882	9606.ENSP00000334329	0	0	0	0	0.062	0	0	0.399	0.412
PLXNA4	NRCAM	9606.ENSP00000352882	9606.ENSP00000368314	0	0	0	0	0.117	0.070	0	0.333	0.405
PLXNA4	SEMA6B	9606.ENSP00000352882	9606.ENSP00000467290	0	0	0	0.545	0.062	0.213	0	0.945	0.560
PLXNA4	NRP2	9606.ENSP00000352882	9606.ENSP00000353582	0	0	0	0	0.062	0.111	0.540	0.829	0.926
PLXNC1	SEMA3F	9606.ENSP00000258526	9606.ENSP00000002829	0	0	0	0	0	0.213	0	0.967	0.973
PLXNC1	ITGB4	9606.ENSP00000258526	9606.ENSP00000200181	0	0	0	0	0	0.141	0	0.386	0.450
PLXNC1	EPHB3	9606.ENSP00000258526	9606.ENSP00000332118	0	0	0	0	0.111	0.078	0	0.340	0.412
PLXNC1	MST1R	9606.ENSP00000258526	9606.ENSP00000296474	0	0	0	0	0.049	0.074	0	0.422	0.446
PLXNC1	MET	9606.ENSP00000258526	9606.ENSP00000317272	0	0	0	0	0.049	0.074	0	0.424	0.448
PLXNC1	PLXND1	9606.ENSP00000258526	9606.ENSP00000317128	0	0	0	0.740	0.062	0	0.540	0.546	0.611
PLXNC1	PLXNA4	9606.ENSP00000258526	9606.ENSP00000352882	0	0	0	0.663	0.062	0	0.540	0.484	0.620
PLXNC1	NRP2	9606.ENSP00000258526	9606.ENSP00000353582	0	0	0	0	0	0.111	0.540	0.665	0.851
PLXNC1	SEMA6B	9606.ENSP00000258526	9606.ENSP00000467290	0	0	0	0	0.062	0.213	0	0.861	0.889
PLXNC1	SEMA3E	9606.ENSP00000258526	9606.ENSP00000303212	0	0	0	0	0	0.213	0	0.939	0.950
PLXND1	SEMA3F	9606.ENSP00000317128	9606.ENSP00000002829	0	0	0	0	0.096	0.213	0	0.861	0.893
PLXND1	PLXNC1	9606.ENSP00000317128	9606.ENSP00000258526	0	0	0	0.740	0.062	0	0.540	0.546	0.611
PLXND1	SEMA3E	9606.ENSP00000317128	9606.ENSP00000303212	0	0	0	0	0	0.539	0.900	0.990	0.999
PLXND1	BMP1	9606.ENSP00000317128	9606.ENSP00000305714	0	0	0	0	0.109	0	0	0.416	0.458
PLXND1	NTM	9606.ENSP00000317128	9606.ENSP00000396722	0	0	0	0	0	0.078	0	0.391	0.414
PLXND1	CPNE4	9606.ENSP00000317128	9606.ENSP00000478878	0	0	0	0	0.062	0	0	0.442	0.454
PLXND1	UNC5B	9606.ENSP00000317128	9606.ENSP00000334329	0	0	0	0	0.090	0	0	0.495	0.521
PLXND1	OPCML	9606.ENSP00000317128	9606.ENSP00000330862	0	0	0	0	0	0.078	0	0.543	0.561
PLXND1	PLXNA4	9606.ENSP00000317128	9606.ENSP00000352882	0	0	0	0.797	0	0.138	0.540	0.618	0.637
PLXND1	SEMA6B	9606.ENSP00000317128	9606.ENSP00000467290	0	0	0	0	0.062	0.213	0	0.861	0.889
PLXND1	NRP2	9606.ENSP00000317128	9606.ENSP00000353582	0	0	0	0	0.062	0.111	0.540	0.765	0.898
PLXND1	MAMLD1	9606.ENSP00000317128	9606.ENSP00000414517	0	0	0	0	0	0	0.900	0	0.900
PMAIP1	NOD1	9606.ENSP00000326119	9606.ENSP00000222823	0	0	0	0	0	0	0	0.433	0.433
PMAIP1	CCND1	9606.ENSP00000326119	9606.ENSP00000227507	0	0	0	0	0	0	0	0.504	0.504
PMAIP1	HRK	9606.ENSP00000326119	9606.ENSP00000257572	0	0	0	0	0	0	0	0.828	0.828
PMAIP1	ZMAT3	9606.ENSP00000326119	9606.ENSP00000311221	0	0	0	0	0	0	0	0.454	0.454
PMAIP1	BID	9606.ENSP00000326119	9606.ENSP00000318822	0	0	0	0	0	0	0.800	0.556	0.907
PMAIP1	CDKN2A	9606.ENSP00000326119	9606.ENSP00000418915	0	0	0	0	0.057	0	0	0.469	0.477
PMAIP1	SFN	9606.ENSP00000326119	9606.ENSP00000340989	0	0	0	0	0.062	0	0	0.530	0.540
PMAIP1	PERP	9606.ENSP00000326119	9606.ENSP00000397157	0	0	0	0	0	0	0	0.653	0.653
PMAIP1	E2F1	9606.ENSP00000326119	9606.ENSP00000345571	0	0	0	0	0.073	0	0.900	0.307	0.930
PMAIP1	BBC3	9606.ENSP00000326119	9606.ENSP00000404503	0	0	0	0	0	0	0.800	0.759	0.949
PNP	NT5E	9606.ENSP00000354532	9606.ENSP00000257770	0.207	0	0	0	0	0	0.900	0.310	0.940
PNP	UPP1	9606.ENSP00000354532	9606.ENSP00000330032	0.152	0	0	0	0.063	0	0.900	0.704	0.973
PNP	ENTPD2	9606.ENSP00000354532	9606.ENSP00000347213	0	0	0	0	0	0	0	0.428	0.428
PNP	SERPINA1	9606.ENSP00000354532	9606.ENSP00000416066	0	0	0	0	0.058	0	0	0.491	0.500
PNP	XDH	9606.ENSP00000354532	9606.ENSP00000368727	0	0	0	0	0.063	0	0.900	0.518	0.950
PNP	CDA	9606.ENSP00000354532	9606.ENSP00000364212	0.219	0	0.215	0	0.082	0	0.900	0.443	0.962
POSTN	FAP	9606.ENSP00000369071	9606.ENSP00000188790	0	0	0	0	0.573	0	0	0.378	0.723
POSTN	MMP11	9606.ENSP00000369071	9606.ENSP00000215743	0	0	0	0	0.143	0.151	0	0.261	0.415
POSTN	TIMP1	9606.ENSP00000369071	9606.ENSP00000218388	0	0	0	0	0.100	0	0	0.479	0.512
POSTN	COMP	9606.ENSP00000369071	9606.ENSP00000222271	0	0	0	0	0.178	0	0	0.366	0.456
POSTN	COL1A1	9606.ENSP00000369071	9606.ENSP00000225964	0	0	0	0	0.658	0.103	0	0.662	0.887
POSTN	WISP1	9606.ENSP00000369071	9606.ENSP00000250160	0	0	0	0	0.346	0	0	0.342	0.551
POSTN	LGALS3	9606.ENSP00000369071	9606.ENSP00000254301	0	0	0	0	0.073	0	0	0.379	0.400
POSTN	CHI3L1	9606.ENSP00000369071	9606.ENSP00000255409	0	0	0	0	0	0	0	0.470	0.470
POSTN	MMP7	9606.ENSP00000369071	9606.ENSP00000260227	0	0	0	0	0.062	0.151	0	0.363	0.449
POSTN	VCAN	9606.ENSP00000369071	9606.ENSP00000265077	0	0	0	0	0.147	0	0	0.646	0.685
POSTN	TNC	9606.ENSP00000369071	9606.ENSP00000265131	0	0	0	0	0.213	0	0	0.278	0.408
POSTN	CDH11	9606.ENSP00000369071	9606.ENSP00000268603	0	0	0	0	0.617	0	0	0.500	0.800
POSTN	CDH2	9606.ENSP00000369071	9606.ENSP00000269141	0	0	0	0	0.076	0	0	0.404	0.425
POSTN	HAPLN1	9606.ENSP00000369071	9606.ENSP00000274341	0	0	0	0	0.076	0	0	0.495	0.514
POSTN	COL1A2	9606.ENSP00000369071	9606.ENSP00000297268	0	0	0	0	0.738	0.392	0	0.585	0.928
POSTN	COL3A1	9606.ENSP00000369071	9606.ENSP00000304408	0	0	0	0	0.798	0.103	0	0.609	0.923
POSTN	BMP1	9606.ENSP00000369071	9606.ENSP00000305714	0	0	0	0	0.108	0	0	0.982	0.983
POSTN	CXCL8	9606.ENSP00000369071	9606.ENSP00000306512	0	0	0	0	0	0	0	0.421	0.420
POSTN	CSPG4	9606.ENSP00000369071	9606.ENSP00000312506	0	0	0	0	0.235	0	0	0.272	0.419
POSTN	CTHRC1	9606.ENSP00000369071	9606.ENSP00000330523	0	0	0	0	0.255	0	0	0.393	0.528
POSTN	THBS4	9606.ENSP00000369071	9606.ENSP00000339730	0	0	0	0	0.110	0	0	0.539	0.572
POSTN	FN1	9606.ENSP00000369071	9606.ENSP00000346839	0	0	0	0	0.339	0	0	0.988	0.992
POSTN	THBS2	9606.ENSP00000369071	9606.ENSP00000355751	0	0	0	0	0.335	0	0	0.558	0.694
POSTN	ADAM12	9606.ENSP00000369071	9606.ENSP00000357668	0	0	0	0	0.214	0	0	0.399	0.508
POSTN	S100A4	9606.ENSP00000369071	9606.ENSP00000357705	0	0	0	0	0.066	0	0	0.556	0.567
POSTN	ECM1	9606.ENSP00000369071	9606.ENSP00000358045	0	0	0	0	0.134	0	0	0.377	0.438
POSTN	COL11A1	9606.ENSP00000369071	9606.ENSP00000359114	0	0	0	0	0.297	0.103	0	0.580	0.712
POSTN	RUNX2	9606.ENSP00000369071	9606.ENSP00000360493	0	0	0	0	0	0	0	0.533	0.533
POSTN	COL5A1	9606.ENSP00000369071	9606.ENSP00000360882	0	0	0	0	0.355	0.103	0	0.473	0.669
POSTN	COL5A2	9606.ENSP00000369071	9606.ENSP00000364000	0	0	0	0	0.767	0.103	0	0.470	0.879
POSTN	LTBP1	9606.ENSP00000369071	9606.ENSP00000386043	0	0	0	0	0.152	0	0	0.341	0.417
POSTN	TGFBI	9606.ENSP00000369071	9606.ENSP00000416330	0	0	0	0.929	0.216	0.270	0	0.535	0.425
POSTN	IGFBP3	9606.ENSP00000369071	9606.ENSP00000370473	0	0	0	0	0.286	0	0	0.285	0.467
POSTN	LOXL2	9606.ENSP00000369071	9606.ENSP00000373783	0	0	0	0	0.158	0	0	0.467	0.532
POU2F3	ITGA2	9606.ENSP00000260264	9606.ENSP00000296585	0	0	0	0	0	0	0	0.407	0.407
POU2F3	ELF3	9606.ENSP00000260264	9606.ENSP00000352673	0	0	0	0	0	0	0	0.733	0.733
POU2F3	LIPH	9606.ENSP00000260264	9606.ENSP00000296252	0	0	0	0	0.069	0	0	0.764	0.770
PPAP2C	C2orf81	9606.ENSP00000329697	9606.ENSP00000290390	0	0	0	0	0	0	0	0.508	0.508
PPAP2C	LPL	9606.ENSP00000329697	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0	0.900
PPAP2C	PLD4	9606.ENSP00000329697	9606.ENSP00000376372	0	0	0	0	0.062	0	0.650	0.058	0.663
PPAP2C	ASAH2	9606.ENSP00000329697	9606.ENSP00000378897	0	0	0	0	0	0	0.900	0.128	0.909
PPP1R1B	RASD2	9606.ENSP00000254079	9606.ENSP00000216127	0	0	0	0	0.191	0	0	0.470	0.552
PPP1R1B	ADORA1	9606.ENSP00000254079	9606.ENSP00000356205	0	0	0	0	0.168	0	0	0.390	0.470
PPP1R1B	GRB7	9606.ENSP00000254079	9606.ENSP00000403459	0	0	0	0	0.110	0	0	0.469	0.507
PPP1R1B	DLG4	9606.ENSP00000254079	9606.ENSP00000382428	0	0	0	0	0.105	0	0	0.478	0.513
PPP1R1B	PENK	9606.ENSP00000254079	9606.ENSP00000324248	0	0	0	0	0.117	0	0	0.522	0.560
PRDM1	MKX	9606.ENSP00000358092	9606.ENSP00000364946	0	0	0	0	0	0.068	0	0.426	0.442
PROS1	TYRO3	9606.ENSP00000377783	9606.ENSP00000263798	0	0	0	0	0	0.213	0	0.983	0.986
PROS1	MFGE8	9606.ENSP00000377783	9606.ENSP00000268150	0	0	0	0	0.062	0	0	0.460	0.471
PROS1	F2R	9606.ENSP00000377783	9606.ENSP00000321326	0	0	0	0	0.081	0	0.900	0.358	0.935
PROS1	F5	9606.ENSP00000377783	9606.ENSP00000356771	0	0	0	0	0.063	0.486	0.900	0.501	0.972
PROS1	CFI	9606.ENSP00000377783	9606.ENSP00000378130	0	0	0	0	0.122	0	0	0.669	0.697
PRSS1	MMP7	9606.ENSP00000308720	9606.ENSP00000260227	0	0	0	0	0	0	0.900	0.120	0.908
PRSS1	FCN3	9606.ENSP00000308720	9606.ENSP00000270879	0	0	0	0	0	0.056	0	0.494	0.502
PRSS1	CDKN2A	9606.ENSP00000308720	9606.ENSP00000418915	0	0	0	0	0	0.069	0	0.520	0.534
PRSS1	TPSAB1	9606.ENSP00000308720	9606.ENSP00000343577	0	0	0.446	0.846	0	0	0.500	0.294	0.551
PRSS1	CLDN2	9606.ENSP00000308720	9606.ENSP00000441283	0	0	0	0	0	0	0	0.558	0.558
PRSS1	F2R	9606.ENSP00000308720	9606.ENSP00000321326	0	0	0	0	0	0	0.600	0.066	0.610
PRSS1	SERPINA1	9606.ENSP00000308720	9606.ENSP00000416066	0	0	0	0	0.093	0.277	0	0.676	0.769
PRSS1	PRSS3P2	9606.ENSP00000308720	9606.ENSP00000485444	0	0	0.449	0.981	0.344	0	0.800	0.870	0.866
PRSS12	CD109	9606.ENSP00000296498	9606.ENSP00000287097	0	0	0	0	0.063	0.134	0	0.347	0.424
PRSS12	ADAMTS7	9606.ENSP00000296498	9606.ENSP00000373472	0	0	0	0	0.067	0	0	0.412	0.428
PRSS12	DOK7	9606.ENSP00000296498	9606.ENSP00000344432	0	0	0	0	0	0	0	0.467	0.467
PRSS23	GREB1	9606.ENSP00000280258	9606.ENSP00000370896	0	0	0	0	0	0	0	0.421	0.421
PRSS23	PLAU	9606.ENSP00000280258	9606.ENSP00000361850	0	0	0	0	0.076	0	0	0.434	0.454
PRSS3P2	FCN3	9606.ENSP00000485444	9606.ENSP00000270879	0	0	0	0	0	0.056	0	0.401	0.410
PRSS3P2	PRSS1	9606.ENSP00000485444	9606.ENSP00000308720	0	0	0.449	0.981	0.344	0	0.800	0.870	0.866
PRSS3P2	F2R	9606.ENSP00000485444	9606.ENSP00000321326	0	0	0	0	0	0	0.600	0.047	0.602
PRSS3P2	TPSAB1	9606.ENSP00000485444	9606.ENSP00000343577	0	0	0.447	0.819	0	0	0.500	0.073	0.541
PRSS3P2	SERPINA1	9606.ENSP00000485444	9606.ENSP00000416066	0	0	0	0	0	0.277	0	0.970	0.977
PRSS3P2	CLDN2	9606.ENSP00000485444	9606.ENSP00000441283	0	0	0	0	0	0	0	0.504	0.504
PSG1	PSG8	9606.ENSP00000308970	9606.ENSP00000305005	0	0	0	0.984	0.271	0.480	0	0.823	0.609
PSG1	SDC4	9606.ENSP00000308970	9606.ENSP00000361818	0	0	0	0	0	0	0.600	0	0.600
PSG8	SDC4	9606.ENSP00000305005	9606.ENSP00000361818	0	0	0	0	0	0	0.600	0	0.600
PSG8	PSG1	9606.ENSP00000305005	9606.ENSP00000308970	0	0	0	0.984	0.271	0.480	0	0.823	0.609
PSORS1C1	CDSN	9606.ENSP00000259881	9606.ENSP00000365465	0	0	0	0	0.069	0	0	0.828	0.833
PTCHD4	NHSL2	9606.ENSP00000341914	9606.ENSP00000424079	0	0	0	0	0	0	0	0.422	0.422
PTCHD4	ENC1	9606.ENSP00000341914	9606.ENSP00000479101	0	0	0	0	0.062	0	0	0.538	0.548
PTP4A3	ZMAT3	9606.ENSP00000332274	9606.ENSP00000311221	0	0	0	0	0	0	0	0.470	0.470
PTPRE	DUSP4	9606.ENSP00000254667	9606.ENSP00000240100	0	0	0	0	0.049	0.070	0	0.662	0.675
PTPRE	DUSP6	9606.ENSP00000254667	9606.ENSP00000279488	0	0	0	0	0.096	0.070	0	0.624	0.656
PVRL4	MST1R	9606.ENSP00000356991	9606.ENSP00000296474	0	0	0	0	0	0	0	0.646	0.646
PVRL4	MET	9606.ENSP00000356991	9606.ENSP00000317272	0	0	0	0	0	0	0	0.444	0.444
PVRL4	EPHB3	9606.ENSP00000356991	9606.ENSP00000332118	0	0	0	0	0	0	0	0.448	0.448
PXDN	COL1A1	9606.ENSP00000252804	9606.ENSP00000225964	0	0	0	0	0.292	0.180	0	0.139	0.457
PXDN	COL11A1	9606.ENSP00000252804	9606.ENSP00000359114	0	0	0	0	0.113	0.249	0	0.202	0.422
PXDN	SPON1	9606.ENSP00000252804	9606.ENSP00000460236	0	0	0	0	0.067	0	0	0.463	0.477
PXDN	COL5A2	9606.ENSP00000252804	9606.ENSP00000364000	0	0	0	0	0.265	0.402	0	0.106	0.573
PXDN	CYP1B1	9606.ENSP00000252804	9606.ENSP00000478561	0	0	0	0	0.063	0	0	0.572	0.582
PXDN	COL5A1	9606.ENSP00000252804	9606.ENSP00000360882	0	0	0	0	0.345	0.398	0	0.128	0.626
QSOX1	SOX4	9606.ENSP00000356574	9606.ENSP00000244745	0	0	0	0	0	0	0	0.545	0.545
QSOX1	NT5E	9606.ENSP00000356574	9606.ENSP00000257770	0	0	0	0	0.077	0	0	0.394	0.416
RAB27A	SYT1	9606.ENSP00000379601	9606.ENSP00000261205	0	0	0	0	0.062	0.289	0	0.713	0.792
